pdf_name,figure_name,fig_type,page,caption,image_path,alt_text,time_sec,error
14653,7.10,Figure,28,Figure 7.10 Introduction to Galois’s La Lettre Testament.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure7.10-1.png,"The image contains a text document titled ""The Last Mathematical Testament of Galois."" The text is a letter addressed to ""My dear friend,"" discussing new ideas in the theory of equations and integral functions. The letter mentions the study of solvable equations by radicals and describes possible transformations on equations, even when not solvable by radicals. It states that this work can be divided into three papers, with the first already written and defended against criticisms by Poisson. The second paper includes interesting applications from the theory of equations. The text is centered on a white background with black serif font, and the title is bolded at the top.",7.6,
14653,5.6,Figure,21,Figure 5.6 Pierre de Fermat and his statue in the Museé des Augustins.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure5.6-1.png,"The image is split into two distinct sections. On the left, there is an oval portrait of a man with long, wavy brown hair and a mustache. He is wearing a blue robe over a yellow garment with a white collar. The background of the portrait is a muted green. On the right, there is a bronze statue of a seated man with long hair, dressed in a detailed period outfit with a high collar and buttons. His right hand is raised in a gesturing manner, while his left hand rests on his lap. The statue is positioned against a red brick wall, with a portion of a chair visible to the right side of the statue.",8.68,
14653,10.7,Figure,33,Figure 10.7 Alan Turing and the Turing Machine.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.7-1.png,"The image features a large, vintage computer on the left side, with multiple rows of vacuum tubes arranged in a grid pattern. The computer has a dark, rectangular casing with ventilation slits on the right side. The vacuum tubes are circular and metallic, with visible filaments inside. On the right side of the image, there is a man wearing a tweed jacket, a white shirt, and a dark tie. He has short, neatly combed hair and is looking directly at the camera. The background is plain and light-colored, providing a clear contrast to the dark computer and the man's attire.",7.86,
14653,3.14,Figure,9,Figure 3.14 Golden rectangle in the Parthenon.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure3.14-1.png,"The image depicts a grayscale illustration of the Parthenon, a classical Greek temple, with scaffolding visible behind the columns indicating restoration work. The structure is framed by a white rectangular border, with the letter ""W"" positioned vertically on the left side of the border. The temple features a series of tall, fluted columns supporting a pediment with intricate carvings. Below the illustration, the text ""1.618W"" is displayed in bold black font. The background outside the border is a solid gray color, providing contrast to the detailed depiction of the Parthenon.",7.75,
14653,4.11,Figure,13,Figure 4.11 Self portrait of Dürer at age 22.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure4.11-1.png,"The image features a portrait of a person with long, wavy red hair, wearing a red hat with tassels. The individual is dressed in a dark garment with red trim, over a lighter, ruffled shirt. They are holding a small, delicate plant in their hands, positioned in front of their body. The background is dark, providing a stark contrast to the figure. At the top of the image, the year ""1893"" is inscribed in white text, along with some smaller, less legible text to the right of the year. The overall composition is centered, with the figure occupying the majority of the space.",8.47,
14653,1.3,Figure,2,Figure 1.3 Sir Austin Henry Layard.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure1.3-1.png,"The image is a portrait of an older man with a full, white beard and mustache, and white hair. He is wearing a dark suit with a white shirt and a dark tie. The background is a plain, dark brown color, providing a contrast to the lighter tones of his hair and beard. The man is looking slightly to his right with a thoughtful expression. The lighting highlights the texture of his beard and hair, casting subtle shadows on his face. The overall composition is centered, with the man occupying the majority of the frame.",8.13,
14653,10.6,Figure,32,Figure 10.6 Hollerith’s tabulating machine.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.6-1.png,"The image shows a vintage mechanical device positioned against a wooden paneled wall. On the left, there is a large wooden cabinet with a series of 25 circular dials arranged in a 5x5 grid on the top panel. Below the dials, there is a typewriter with a sheet of paper inserted, and various levers and mechanisms are visible on the front. To the right of the cabinet, there is a smaller wooden unit with a series of white punched cards inserted into slots on its front panel. The cabinet and the card unit are connected by a horizontal metal rod, suggesting a functional relationship between the two components. The entire setup appears to be an early example of a mechanical computer or tabulating machine.",8.59,
14653,10.5,Figure,32,Figure 10.5 First ten binary numbers.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.5-1.png,"The image displays a table with two rows and eleven columns, arranged from left to right. The top row is labeled ""Decimal"" and contains the numbers 1 through 10 sequentially in individual cells. The second row is labeled ""Binary"" and directly below each Decimal number, it shows the corresponding binary representation: 1, 10, 11, 100, 101, 110, 111, 1000, 1001, and 1010. The cells are evenly spaced, with a clear distinction between the header row and the data row, and the text is centered within each cell.",7.78,
14653,10.10,Figure,34,Figure 10.10 John Von Neumann.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.10-1.png,"The image is a black-and-white portrait of a man facing forward. His head is centered, with a neutral expression. He has short, dark hair that is receding at the temples. The man's eyes are looking directly at the camera, and his eyebrows are slightly furrowed. He has a prominent nose and full lips. He is wearing a dark suit jacket over a white collared shirt and a dark tie with a subtle pattern. The background is blurred, providing a clear contrast to the subject's face and upper body. The lighting highlights the left side of his face, creating a soft shadow on the right side.",9.18,
14653,10.9,Figure,34,Figure 10.9 Kathleen McNulty Antonelli (left) and Kathleen Booth (right).,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.9-1.png,"The image contains two side-by-side black-and-white portraits. On the left, a woman with short, wavy hair styled in a vintage manner is facing slightly to the right, with a neutral expression. She is wearing a light-colored blouse. On the right, an older woman with short, curly hair and glasses is seated, looking to the left with a contemplative expression. She is wearing a dark checkered blazer over a white blouse. Both portraits are against plain backgrounds, with the left one being lighter and the right one having a textured backdrop.",7.3,
14653,5.1,Figure,17,Figure 5.1 René Descartes.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure5.1-1.png,"The image features a portrait of a man with long, wavy brown hair and a mustache, set against a textured blue background. He is wearing a black robe with a white collar. The man is depicted in a three-quarter view, facing slightly to the right, with his head turned to look directly at the viewer. The lighting highlights the contours of his face and the texture of his hair and clothing. There are no additional elements or text present in the image.",7.11,
14653,6.8,Figure,22,Figure 6.8 Diagrams opposite page 467 of Leibniz’s calculus.2,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure6.8-1.png,"The image shows a page from an old book with a geometric diagram labeled ""TAB. XII."" at the top left. The diagram consists of a large square with various intersecting lines and curves inside. The square is divided into sections by lines labeled with letters such as A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, and Z. A semicircle is drawn inside the square, intersecting several lines. There are smaller geometric shapes, including triangles and a dome-like structure at the bottom left, labeled with numbers and letters. The dome structure is connected to the square by lines labeled ""h"" and ""r."" The background of the page contains text in columns on the right side, but the text is not legible in the image. The overall layout is centered, with the diagram occupying most of the page.",12.03,
14653,7.9,Figure,27,Figure 7.9 July revolution of 18303.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure7.9-1.png,"The image depicts a historical scene with a mix of color and black-and-white elements. On the left side, a group of people is engaged in what appears to be a revolutionary or protest action. A man in the foreground is holding a large French flag, which is blue, white, and red. He is dressed in white pants and a dark jacket, and he is accompanied by other individuals, some of whom are wearing hats and holding weapons or sticks. The background shows a building with classical architecture and smoke rising, suggesting a chaotic or violent atmosphere.

On the right side, a black-and-white illustration shows a group of men walking down a street. The man in the foreground is wearing a hat and a long coat, and he is holding a cane. Behind him, several other men are depicted, some with mustaches and wearing hats. The background includes buildings with signs, one of which reads ""CAFÉ."" The overall scene suggests a juxtaposition of revolutionary fervor and a more orderly, perhaps aristocratic, procession.",10.68,
14653,4.10,Figure,12,Figure 4.10 The earliest first edition (1630) of Viète’s work on symbolic algebra.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure4.10-1.png,"The image shows a page from a book titled ""LES CINQ LIVRES DES ZETETIQUES DE FRANCOIS VIETTE."" Below the title, the text reads ""MIS EN FRANÇOIS, COMMENTEZ ET augmentez des exemples du Poristique, & Exégétique, parties refaites de l'Analytique. Soit que l'Exécutique, soit traitée en Nombres ou en Lignes. Par I. L. feur de VAUVEZARD Mathematicien."" A geometric diagram with intersecting circles and labeled points A, B, C, D, E, and F is centered on the page. Below the diagram, the text states ""A PARIS. Chez IVELIAN IACQUIN, en la Cour du Palais, au bas des degrés de la Sainte Chapelle. M. DC. XXX. AVEC PERMISSION."" The page has a beige background with black text and diagram lines.",10.78,
14653,3.9,Figure,7,Figure 3.9 A page of Fibonacci’s Liber Abaci from the Biblioteca Nazionale di Firenze.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure3.9-1.png,"The image shows a page from an ancient manuscript written in Latin script. The text is densely packed, filling the entire page with a mix of black and red ink. On the left side, there is a vertical red line running parallel to the text, with a small red circle near the bottom. The right margin contains a vertical column of red numbers and letters, ranging from 1 to 277, with corresponding text annotations. The text is arranged in a left-to-right, top-to-bottom reading order, with no distinct headings or subheadings. The background of the page is a light beige color, and the text appears to be handwritten with some variations in ink intensity.",9.4,
14653,1.4,Figure,3,Figure 1.4 Babylonian Empire.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure1.4-1.png,"The image is a map depicting the Neo-Babylonian Empire, shaded in brown, centered in Mesopotamia. The map shows surrounding regions: Arabia Minor to the northwest, Assyria to the north, Media to the east, Persia to the southeast, and Egypt to the southwest. Major cities within the empire are marked: Nineveh, Assur, Tyre, Gaza, Megiddo, Jerusalem, Babylon, and Thebes. Rivers such as the Tigris and Euphrates are illustrated, flowing through the empire. The map includes bodies of water like the Mediterranean Sea to the west and the Persian Gulf to the southeast. The title ""The Neo-Babylonian Empire"" is displayed at the bottom left, and the source ""© WorldAtlas.com"" is at the bottom right.",9.41,
14653,10.15,Figure,35,Figure 10.15 Seymour Roger Cray.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.15-1.png,"The image features a man positioned centrally against a plain, light olive-green background. He is facing forward, with a slight smile on his face. His hair is dark brown and neatly combed back. He is wearing a brown tweed jacket over a light blue dress shirt paired with a black tie. The man's expression is calm and composed. Behind him, there is a transparent blue panel or glass, partially visible at the bottom of the image, adding a subtle depth to the background. The overall composition is simple, with the man as the focal point, and the background elements providing minimal distraction.",7.57,
14653,10.16,Figure,35,Figure 10.16 Joseph Weizenbaum.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.16-1.png,"The image is a black-and-white portrait of a man facing forward. He has short, combed-back hair and wears round, thin-framed glasses. His facial expression is neutral, and he has a prominent mustache. He is dressed in a light-colored suit jacket over a dark, patterned sweater vest, with a white collared shirt underneath. The background is plain and light, providing a clear contrast to his attire. The man's left lapel features a small, light-colored rectangular pin or badge. The overall composition is centered, with the man occupying the majority of the frame.",7.57,
14653,5.2,Figure,18,Figure 5.2 Cartesian graph.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure5.2-1.png,"The image displays a Cartesian coordinate grid with both the X and Y axes ranging from -9 to 9. The X-axis is horizontal, labeled from left to right, while the Y-axis is vertical, labeled from bottom to top. Four points are marked on the grid: (-3,4) in the second quadrant, (3,4) in the first quadrant, (-3,-4) in the third quadrant, and (3,-4) in the fourth quadrant. Each point is represented by a black circle, and the coordinates are written in parentheses next to each circle. The grid lines are evenly spaced, creating a consistent pattern across the entire image.",8.7,
14653,4.15,Figure,16,Figure 4.15 Copernicus and Gallileo.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure4.15-1.png,"The image contains two side-by-side portraits against a plain background. On the left, a man with dark, shoulder-length hair and a neutral expression wears a red garment with a gray collar. The background is a dark, muted brown. On the right, an older man with a full, gray beard and receding hairline has a serious expression. He wears a black garment with a white collar. The background is white, contrasting with the dark tones of the left portrait. Both portraits are head-and-shoulder depictions, with the left figure slightly turned to his left and the right figure facing forward.",7.88,
14653,10.3,Figure,31,"Figure 10.3 Ada King, Countess of Lovelace.",/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.3-1.png,"The image depicts a woman standing in an interior setting, facing slightly to the right. She is dressed in a white, off-the-shoulder gown with puffed sleeves and a fitted bodice, cinched at the waist with a brown sash. The gown has a long, flowing skirt with a sheer overlay. She holds the sash with her right hand, while her left hand rests by her side. Her hair is styled in an updo, adorned with a dark headpiece. Behind her, there is a staircase with dark wooden railings and balusters, leading to an upper level. The staircase is partially visible on the left side of the image. The background features a column with ornate detailing and a muted, dark wall. The floor appears to be wooden, with a textured pattern.",9.41,
14653,4.9,Figure,11,Figure 4.9 François Viète.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure4.9-1.png,"The image depicts a portrait of a man with a full beard and wavy hair, rendered in a detailed, monochromatic style. The man is facing forward, with his head slightly tilted to the left. He wears a large, white, ruffled collar that extends around his neck, typical of Renaissance fashion. His attire includes a dark, possibly maroon, garment with a textured appearance. A gold, ornate medallion hangs from a chain around his neck, positioned centrally in front of his chest. The background is a textured, neutral gray, providing a stark contrast to the detailed features of the subject. The overall composition focuses on the man's face and upper torso, emphasizing his facial expression and attire.",8.9,
14653,7.4,Figure,26,Figure 7.4 Leonhard Euler.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure7.4-1.png,"The image depicts a seated man in a dark green and black striped robe with white ruffled cuffs and a white cravat. He has white hair styled in curls and is looking slightly to his right. His left hand rests on an open book placed on a wooden table, while his right hand holds a quill and a white feather. The background features a draped curtain in shades of brown and gold, with a portion of a dark wooden chair visible to the left. The overall color palette is muted, with earthy tones dominating the scene.",8.6,
14653,6.12,Figure,23,Figure 6.12 A replica of Newton’s reflecting telescope in London’s Science Museum.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure6.12-1.png,"The image features a vintage brass telescope mounted on a wooden stand. The telescope, with a cylindrical shape and a weathered golden-brown finish, is positioned horizontally and supported by a black metal bracket. The bracket is attached to a spherical wooden base with a rich, dark brown finish, which is mounted on a circular wooden platform. The platform has a slightly lighter brown tone and a smooth surface. The telescope has two visible adjustment knobs on its side, and the eyepiece is located at the right end. The background is a gradient gray, providing a neutral backdrop that highlights the telescope and its stand.",7.87,
14653,3.12,Figure,8,Figure 3.12 Fibonacci at the gallery of the Campo Santo.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure3.12-1.png,"The image features a marble statue of a robed figure standing on a pedestal, positioned centrally against a brick wall backdrop. The statue, with a halo above its head, depicts a person holding a book in its left hand and resting its right hand on the book. The pedestal bears the inscription ""FIORENZO DE' MEDICI"" at the top and ""FIORENZO DE' MEDICI"" at the bottom, with additional text that is less legible. To the left of the statue, there is a detailed stone sarcophagus with inscriptions and carvings, including a reclining figure. On the right side, a niche contains a relief sculpture of a standing figure. The background wall includes faded frescoes and architectural elements, contributing to the historical ambiance of the setting.",9.21,
14653,3.13,Figure,8,Figure 3.13 Fibonacci sequence in a tree and nautilus shells.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure3.13-1.png,"The image is divided into two distinct sections. On the left, there is a diagram of a plant with a green stem and leaves, growing from brown soil at the bottom. The plant has multiple branches with small white flowers that have yellow centers. The diagram is overlaid on a grid with horizontal lines, and there are numbers 1 to 8 aligned vertically on the right side of the plant, with corresponding dashed lines pointing to specific parts of the plant. On the right, there is a photograph of two seashells on a wooden surface. The shell on the left is mostly white with a smooth texture, while the shell on the right has a green and white spiral pattern. The background of the photograph is blurred, emphasizing the shells in the foreground.",9.01,
14653,10.18,Figure,36,Figure 10.18 Geoffrey Everest Hinton1.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure10.18-1.png,"The image features a man positioned centrally against a dark blue background. He has short, gray hair and is wearing a black suit jacket with a light blue collared shirt and a patterned tie featuring red, white, and black colors. On the left lapel of his jacket, there is a small, round, gold-colored pin, and on the right lapel, there is a small, round, white pin with a red center. His arms are crossed in front of him, and he has a neutral expression on his face. The lighting highlights his face and upper body, creating a slight shadow on the left side of the image.",8.28,
14653,8.3,Figure,30,Figure 8.3 Statue of Carl Friedrich Gauss in Brunswick.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure8.3-1.png,"The image features a bronze statue of a man standing on a pedestal in a park setting with autumn foliage. The statue depicts a figure dressed in a long coat, holding a book in the left hand and resting the right hand on the book. The pedestal is made of dark stone and bears inscriptions in gold lettering. The text reads ""CARL FRIEDRICH GAUSS"" at the top, followed by ""GEB. 30. APRIL 1777"" and ""GEST. 23. FEBRUAR 1855"" at the bottom. The background consists of trees with leaves in shades of yellow and orange, indicating the fall season. The statue and pedestal are centrally positioned, with the trees framing the scene on both sides.",9.39,
14653,5.3,Figure,19,Figure 5.3 Blaise Pascal and a commemorative statue (Louvre Collections).,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure5.3-1.png,"The image is split into two distinct sections. On the left, there is a detailed black-and-white illustration of a seated man in a contemplative pose, resting his chin on his hand. He is dressed in a long coat and knee-length breeches, with one leg crossed over the other. The man is seated at a wooden desk cluttered with various items, including books, a quill, an inkwell, and a small globe. Behind him, a window with curtains is partially visible, along with a framed picture hanging on the wall. To the right of the desk, a tall candlestick with three candles stands upright. On the right side of the image, there is a marble statue of a seated man, also in a contemplative pose, with one hand supporting his chin and the other holding a rolled-up scroll. The statue is intricately detailed, showing the man's long hair and beard, and is positioned on a rectangular pedestal. The background of the statue is a plain, light gray color.",10.15,
14653,2.2,Figure,4,Figure 2.2 Greek alphabetic numbers.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure2.2-1.png,"Top left, a grid with three rows and ten columns, containing uppercase Greek letters A through Θ, lowercase Greek letters α through θ, and numbers 1 through 9. Adjacent to the right, another grid with three rows and ten columns, containing uppercase Greek letters I through G, lowercase Greek letters ι through φ, and numbers 10 through 90. Below, a third grid with three rows and ten columns, containing uppercase Greek letters P through Λ, lowercase Greek letters ρ through λ, and numbers 100 through 900. Each cell in the grids is filled with a distinct Greek letter or number, aligned in a structured, tabular format.",7.78,
14653,2.3,Figure,4,Figure 2.3 Archimedes of Syracuse.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure2.3-1.png,"The image features a grayscale bust sculpture of a bearded man with wavy hair, positioned centrally. The man's head is slightly tilted downward, and his eyes are closed, giving a contemplative expression. His hair and beard are intricately detailed, with curls and waves carved into the stone. The sculpture is set against a plain, dark background, which contrasts with the lighter tones of the bust. The man is wearing a draped garment that covers his shoulders and chest, with folds and creases meticulously sculpted to add realism. The overall composition focuses on the detailed facial features and the texture of the hair and beard, emphasizing the craftsmanship of the sculpture.",8.49,
14653,4.13,Figure,15,Figure 4.13 John Napier.,/work/jobs/20260824042040_jsmith_14653_564b38ab/extract_out/figures/14653-Figure4.13-1.png,"The image is a black-and-white portrait of a man facing forward. He has a full beard and mustache, with closely cropped hair on the sides and a slightly longer top. His expression is neutral, and he is wearing a large, ruffled collar that extends around his neck. The collar is white and contrasts with his dark, patterned garment, which has a high, stiff collar and a buttoned front. The background is plain, emphasizing the subject's attire and facial features. The lines are detailed, creating texture in the hair, beard, and clothing.",7.06,
